time,JPG Name,Index,Throttle_PWM,Steering_PWM
13:49:59:044585,Aug9_DataCollection_46.jpg,46,118,168
13:49:59:154262,Aug9_DataCollection_47.jpg,47,117,170
13:49:59:251273,Aug9_DataCollection_48.jpg,48,115,174
13:49:59:352973,Aug9_DataCollection_49.jpg,49,116,170
13:49:59:456657,Aug9_DataCollection_50.jpg,50,116,139
13:49:59:554670,Aug9_DataCollection_51.jpg,51,117,121
13:49:59:665285,Aug9_DataCollection_52.jpg,52,117,95
13:49:59:763130,Aug9_DataCollection_53.jpg,53,117,81
13:49:59:867189,Aug9_DataCollection_54.jpg,54,117,57
13:49:59:967601,Aug9_DataCollection_55.jpg,55,117,53
13:50:00:065278,Aug9_DataCollection_56.jpg,56,117,53
13:50:00:183120,Aug9_DataCollection_57.jpg,57,117,55
13:50:00:287483,Aug9_DataCollection_58.jpg,58,117,61
13:50:00:391936,Aug9_DataCollection_59.jpg,59,117,68
13:50:00:491516,Aug9_DataCollection_60.jpg,60,117,75
13:50:00:592009,Aug9_DataCollection_61.jpg,61,117,79
13:50:00:697163,Aug9_DataCollection_62.jpg,62,117,84
13:50:00:791136,Aug9_DataCollection_63.jpg,63,117,127
13:50:00:895371,Aug9_DataCollection_64.jpg,64,112,158
13:50:01:000779,Aug9_DataCollection_65.jpg,65,109,177
13:50:01:096893,Aug9_DataCollection_66.jpg,66,109,178
13:50:01:213399,Aug9_DataCollection_67.jpg,67,113,177
13:50:01:310474,Aug9_DataCollection_68.jpg,68,117,174
13:50:01:417552,Aug9_DataCollection_69.jpg,69,118,170
13:50:01:512967,Aug9_DataCollection_70.jpg,70,119,162
13:50:01:612959,Aug9_DataCollection_71.jpg,71,119,161
13:50:01:712447,Aug9_DataCollection_72.jpg,72,119,161
13:50:01:823894,Aug9_DataCollection_73.jpg,73,120,163
13:50:01:919532,Aug9_DataCollection_74.jpg,74,119,177
13:50:02:036994,Aug9_DataCollection_75.jpg,75,119,180
13:50:02:134850,Aug9_DataCollection_76.jpg,76,120,180
13:50:02:242494,Aug9_DataCollection_77.jpg,77,120,178
13:50:02:341376,Aug9_DataCollection_78.jpg,78,120,167
13:50:02:457135,Aug9_DataCollection_79.jpg,79,120,159
13:50:02:556390,Aug9_DataCollection_80.jpg,80,120,153
13:50:02:660774,Aug9_DataCollection_81.jpg,81,120,142
13:50:02:759110,Aug9_DataCollection_82.jpg,82,120,142
13:50:02:862636,Aug9_DataCollection_83.jpg,83,121,148
13:50:02:963208,Aug9_DataCollection_84.jpg,84,120,148
13:50:03:071813,Aug9_DataCollection_85.jpg,85,120,144
13:50:03:179744,Aug9_DataCollection_86.jpg,86,120,116
13:50:03:274655,Aug9_DataCollection_87.jpg,87,120,112
13:50:03:384328,Aug9_DataCollection_88.jpg,88,118,84
13:50:03:485977,Aug9_DataCollection_89.jpg,89,114,85
13:50:03:591090,Aug9_DataCollection_90.jpg,90,110,84
13:50:03:695600,Aug9_DataCollection_91.jpg,91,94,79
13:50:03:796545,Aug9_DataCollection_92.jpg,92,94,80
13:50:03:894658,Aug9_DataCollection_93.jpg,93,112,88
13:50:03:992696,Aug9_DataCollection_94.jpg,94,113,112
13:50:04:097334,Aug9_DataCollection_95.jpg,95,112,123
13:50:04:208709,Aug9_DataCollection_96.jpg,96,113,127
13:50:04:314163,Aug9_DataCollection_97.jpg,97,116,149
13:50:04:427678,Aug9_DataCollection_98.jpg,98,116,151
13:50:04:539105,Aug9_DataCollection_99.jpg,99,116,150
13:50:04:636478,Aug9_DataCollection_100.jpg,100,116,150
13:50:04:748493,Aug9_DataCollection_101.jpg,101,116,150
13:50:04:854056,Aug9_DataCollection_102.jpg,102,116,151
13:50:04:970155,Aug9_DataCollection_103.jpg,103,116,153
13:50:05:074281,Aug9_DataCollection_104.jpg,104,116,156
13:50:05:189510,Aug9_DataCollection_105.jpg,105,116,156
13:50:05:283936,Aug9_DataCollection_106.jpg,106,116,155
13:50:05:399511,Aug9_DataCollection_107.jpg,107,116,155
13:50:05:497448,Aug9_DataCollection_108.jpg,108,116,156
13:50:05:609075,Aug9_DataCollection_109.jpg,109,109,169
13:50:05:715174,Aug9_DataCollection_110.jpg,110,106,180
13:50:05:822497,Aug9_DataCollection_111.jpg,111,106,182
13:50:05:917516,Aug9_DataCollection_112.jpg,112,109,181
13:50:06:021285,Aug9_DataCollection_113.jpg,113,114,180
13:50:06:120974,Aug9_DataCollection_114.jpg,114,116,174
13:50:06:227276,Aug9_DataCollection_115.jpg,115,116,158
13:50:06:341054,Aug9_DataCollection_116.jpg,116,119,147
13:50:06:437961,Aug9_DataCollection_117.jpg,117,119,154
13:50:06:544200,Aug9_DataCollection_118.jpg,118,119,163
13:50:06:651917,Aug9_DataCollection_119.jpg,119,119,168
13:50:06:747083,Aug9_DataCollection_120.jpg,120,119,166
13:50:06:879660,Aug9_DataCollection_121.jpg,121,119,153
13:50:06:985300,Aug9_DataCollection_122.jpg,122,119,136
13:50:07:094274,Aug9_DataCollection_123.jpg,123,119,95
13:50:07:191278,Aug9_DataCollection_124.jpg,124,119,80
13:50:07:301634,Aug9_DataCollection_125.jpg,125,119,57
13:50:07:396857,Aug9_DataCollection_126.jpg,126,118,30
13:50:07:499609,Aug9_DataCollection_127.jpg,127,118,34
13:50:07:612046,Aug9_DataCollection_128.jpg,128,118,60
13:50:07:724770,Aug9_DataCollection_129.jpg,129,118,85
13:50:07:819786,Aug9_DataCollection_130.jpg,130,118,92
13:50:07:925902,Aug9_DataCollection_131.jpg,131,117,118
13:50:08:030944,Aug9_DataCollection_132.jpg,132,118,122
13:50:08:139036,Aug9_DataCollection_133.jpg,133,119,126
13:50:08:245316,Aug9_DataCollection_134.jpg,134,118,151
13:50:08:350114,Aug9_DataCollection_135.jpg,135,114,158
13:50:08:457906,Aug9_DataCollection_136.jpg,136,114,158
13:50:08:563097,Aug9_DataCollection_137.jpg,137,115,158
13:50:08:657064,Aug9_DataCollection_138.jpg,138,116,158
13:50:08:765778,Aug9_DataCollection_139.jpg,139,116,170
13:50:08:857380,Aug9_DataCollection_140.jpg,140,109,180
13:50:08:970015,Aug9_DataCollection_141.jpg,141,109,180
13:50:09:072810,Aug9_DataCollection_142.jpg,142,112,181
13:50:09:170188,Aug9_DataCollection_143.jpg,143,115,179
13:50:09:273113,Aug9_DataCollection_144.jpg,144,119,167
13:50:09:383238,Aug9_DataCollection_145.jpg,145,119,167
13:50:09:490630,Aug9_DataCollection_146.jpg,146,119,167
13:50:09:594809,Aug9_DataCollection_147.jpg,147,114,167
13:50:09:695750,Aug9_DataCollection_148.jpg,148,116,168
13:50:09:800929,Aug9_DataCollection_149.jpg,149,121,161
13:50:09:909202,Aug9_DataCollection_150.jpg,150,121,158
13:50:10:005583,Aug9_DataCollection_151.jpg,151,121,156
13:50:10:115973,Aug9_DataCollection_152.jpg,152,121,154
13:50:10:225801,Aug9_DataCollection_153.jpg,153,122,135
13:50:10:322632,Aug9_DataCollection_154.jpg,154,122,123
13:50:10:438819,Aug9_DataCollection_155.jpg,155,121,101
13:50:10:536548,Aug9_DataCollection_156.jpg,156,121,100
13:50:10:642907,Aug9_DataCollection_157.jpg,157,121,100
13:50:10:737266,Aug9_DataCollection_158.jpg,158,121,97
13:50:10:853971,Aug9_DataCollection_159.jpg,159,116,96
13:50:10:958062,Aug9_DataCollection_160.jpg,160,96,95
13:50:11:064496,Aug9_DataCollection_161.jpg,161,90,94
13:50:11:171552,Aug9_DataCollection_162.jpg,162,105,88
13:50:11:273260,Aug9_DataCollection_163.jpg,163,105,86
13:50:11:388878,Aug9_DataCollection_164.jpg,164,94,105
13:50:11:485119,Aug9_DataCollection_165.jpg,165,93,143
13:50:11:590097,Aug9_DataCollection_166.jpg,166,113,153
13:50:11:683676,Aug9_DataCollection_167.jpg,167,114,153
13:50:11:783597,Aug9_DataCollection_168.jpg,168,117,154
13:50:11:895291,Aug9_DataCollection_169.jpg,169,117,155
13:50:12:000007,Aug9_DataCollection_170.jpg,170,118,148
13:50:12:103122,Aug9_DataCollection_171.jpg,171,119,154
13:50:12:211027,Aug9_DataCollection_172.jpg,172,116,164
13:50:12:309967,Aug9_DataCollection_173.jpg,173,117,168
13:50:12:421368,Aug9_DataCollection_174.jpg,174,119,166
13:50:12:521566,Aug9_DataCollection_175.jpg,175,119,166
13:50:12:625892,Aug9_DataCollection_176.jpg,176,119,166
13:50:12:727280,Aug9_DataCollection_177.jpg,177,119,166
13:50:12:827150,Aug9_DataCollection_178.jpg,178,116,172
13:50:12:944757,Aug9_DataCollection_179.jpg,179,106,177
13:50:13:039892,Aug9_DataCollection_180.jpg,180,106,177
13:50:13:149215,Aug9_DataCollection_181.jpg,181,118,172
13:50:13:246775,Aug9_DataCollection_182.jpg,182,118,172
13:50:13:353120,Aug9_DataCollection_183.jpg,183,119,172
13:50:13:460208,Aug9_DataCollection_184.jpg,184,118,172
13:50:13:563481,Aug9_DataCollection_185.jpg,185,119,172
13:50:13:668793,Aug9_DataCollection_186.jpg,186,119,170
13:50:13:770745,Aug9_DataCollection_187.jpg,187,119,164
13:50:13:869538,Aug9_DataCollection_188.jpg,188,118,154
13:50:13:975496,Aug9_DataCollection_189.jpg,189,118,137
13:50:14:081966,Aug9_DataCollection_190.jpg,190,117,84
13:50:14:180984,Aug9_DataCollection_191.jpg,191,112,68
13:50:14:279394,Aug9_DataCollection_192.jpg,192,114,63
13:50:14:390977,Aug9_DataCollection_193.jpg,193,116,58
13:50:14:487137,Aug9_DataCollection_194.jpg,194,117,54
13:50:14:597579,Aug9_DataCollection_195.jpg,195,118,62
13:50:14:702108,Aug9_DataCollection_196.jpg,196,117,79
13:50:14:819641,Aug9_DataCollection_197.jpg,197,118,85
13:50:14:915542,Aug9_DataCollection_198.jpg,198,118,102
13:50:15:021758,Aug9_DataCollection_199.jpg,199,117,131
13:50:15:126295,Aug9_DataCollection_200.jpg,200,117,143
13:50:15:228831,Aug9_DataCollection_201.jpg,201,116,148
13:50:15:331279,Aug9_DataCollection_202.jpg,202,116,154
13:50:15:443728,Aug9_DataCollection_203.jpg,203,111,158
13:50:15:541881,Aug9_DataCollection_204.jpg,204,114,168
13:50:15:647656,Aug9_DataCollection_205.jpg,205,114,175
13:50:15:751019,Aug9_DataCollection_206.jpg,206,114,177
13:50:15:843668,Aug9_DataCollection_207.jpg,207,114,177
13:50:15:946717,Aug9_DataCollection_208.jpg,208,117,177
13:50:16:048595,Aug9_DataCollection_209.jpg,209,117,174
13:50:16:142868,Aug9_DataCollection_210.jpg,210,118,171
13:50:16:246633,Aug9_DataCollection_211.jpg,211,118,168
13:50:16:342975,Aug9_DataCollection_212.jpg,212,118,170
13:50:16:460721,Aug9_DataCollection_213.jpg,213,119,169
13:50:16:557239,Aug9_DataCollection_214.jpg,214,119,169
13:50:16:664288,Aug9_DataCollection_215.jpg,215,119,168
13:50:16:767583,Aug9_DataCollection_216.jpg,216,120,164
13:50:16:864021,Aug9_DataCollection_217.jpg,217,121,151
13:50:16:974946,Aug9_DataCollection_218.jpg,218,121,141
13:50:17:078127,Aug9_DataCollection_219.jpg,219,121,112
13:50:17:179148,Aug9_DataCollection_220.jpg,220,121,113
13:50:17:290641,Aug9_DataCollection_221.jpg,221,121,111
13:50:17:388360,Aug9_DataCollection_222.jpg,222,121,107
13:50:17:501847,Aug9_DataCollection_223.jpg,223,121,98
13:50:17:604620,Aug9_DataCollection_224.jpg,224,116,84
13:50:17:714819,Aug9_DataCollection_225.jpg,225,108,84
13:50:17:811639,Aug9_DataCollection_226.jpg,226,101,84
13:50:17:928006,Aug9_DataCollection_227.jpg,227,103,84
13:50:18:022239,Aug9_DataCollection_228.jpg,228,114,107
13:50:18:129019,Aug9_DataCollection_229.jpg,229,117,119
13:50:18:229709,Aug9_DataCollection_230.jpg,230,119,132
13:50:18:334285,Aug9_DataCollection_231.jpg,231,119,143
13:50:18:438587,Aug9_DataCollection_232.jpg,232,114,157
13:50:18:537708,Aug9_DataCollection_233.jpg,233,116,159
13:50:18:639548,Aug9_DataCollection_234.jpg,234,116,158
13:50:18:748911,Aug9_DataCollection_235.jpg,235,116,157
13:50:18:850922,Aug9_DataCollection_236.jpg,236,116,157
13:50:18:956741,Aug9_DataCollection_237.jpg,237,118,157
13:50:19:054809,Aug9_DataCollection_238.jpg,238,118,158
13:50:19:160783,Aug9_DataCollection_239.jpg,239,117,156
13:50:19:265782,Aug9_DataCollection_240.jpg,240,118,156
13:50:19:360340,Aug9_DataCollection_241.jpg,241,117,156
13:50:19:473414,Aug9_DataCollection_242.jpg,242,110,168
13:50:19:573713,Aug9_DataCollection_243.jpg,243,109,175
13:50:19:674721,Aug9_DataCollection_244.jpg,244,112,175
13:50:19:785777,Aug9_DataCollection_245.jpg,245,115,173
13:50:19:883649,Aug9_DataCollection_246.jpg,246,117,173
13:50:19:994505,Aug9_DataCollection_247.jpg,247,119,174
13:50:20:105605,Aug9_DataCollection_248.jpg,248,119,177
13:50:20:201992,Aug9_DataCollection_249.jpg,249,118,177
13:50:20:311598,Aug9_DataCollection_250.jpg,250,118,177
13:50:20:410795,Aug9_DataCollection_251.jpg,251,119,156
13:50:20:517523,Aug9_DataCollection_252.jpg,252,119,142
13:50:20:614724,Aug9_DataCollection_253.jpg,253,119,94
13:50:20:733711,Aug9_DataCollection_254.jpg,254,119,74
13:50:20:831949,Aug9_DataCollection_255.jpg,255,119,58
13:50:20:941615,Aug9_DataCollection_256.jpg,256,119,56
13:50:21:042887,Aug9_DataCollection_257.jpg,257,119,57
13:50:21:149526,Aug9_DataCollection_258.jpg,258,119,60
13:50:21:254984,Aug9_DataCollection_259.jpg,259,119,64
13:50:21:357809,Aug9_DataCollection_260.jpg,260,119,102
13:50:21:467029,Aug9_DataCollection_261.jpg,261,117,125
13:50:21:584776,Aug9_DataCollection_262.jpg,262,116,140
13:50:21:678795,Aug9_DataCollection_263.jpg,263,115,147
13:50:21:781552,Aug9_DataCollection_264.jpg,264,116,151
13:50:21:880487,Aug9_DataCollection_265.jpg,265,118,153
13:50:21:985460,Aug9_DataCollection_266.jpg,266,117,159
13:50:22:097855,Aug9_DataCollection_267.jpg,267,117,168
13:50:22:194247,Aug9_DataCollection_268.jpg,268,107,176
13:50:22:304385,Aug9_DataCollection_269.jpg,269,112,179
13:50:22:399782,Aug9_DataCollection_270.jpg,270,116,178
13:50:22:512975,Aug9_DataCollection_271.jpg,271,119,178
13:50:22:615316,Aug9_DataCollection_272.jpg,272,119,173
13:50:22:717747,Aug9_DataCollection_273.jpg,273,120,170
13:50:22:822080,Aug9_DataCollection_274.jpg,274,120,168
13:50:22:938289,Aug9_DataCollection_275.jpg,275,120,168
13:50:23:037994,Aug9_DataCollection_276.jpg,276,121,163
13:50:23:146677,Aug9_DataCollection_277.jpg,277,121,154
13:50:23:243069,Aug9_DataCollection_278.jpg,278,121,154
13:50:23:349201,Aug9_DataCollection_279.jpg,279,122,153
13:50:23:454800,Aug9_DataCollection_280.jpg,280,122,154
13:50:23:548662,Aug9_DataCollection_281.jpg,281,123,153
13:50:23:648599,Aug9_DataCollection_282.jpg,282,122,140
13:50:23:753041,Aug9_DataCollection_283.jpg,283,122,95
13:50:23:846839,Aug9_DataCollection_284.jpg,284,122,82
13:50:23:952188,Aug9_DataCollection_285.jpg,285,122,69
13:50:24:045328,Aug9_DataCollection_286.jpg,286,119,75
13:50:24:155753,Aug9_DataCollection_287.jpg,287,112,82
13:50:24:253779,Aug9_DataCollection_288.jpg,288,101,82
13:50:24:363005,Aug9_DataCollection_289.jpg,289,105,91
13:50:24:483114,Aug9_DataCollection_290.jpg,290,112,105
13:50:24:596739,Aug9_DataCollection_291.jpg,291,115,126
13:50:24:699303,Aug9_DataCollection_292.jpg,292,121,138
13:50:24:799758,Aug9_DataCollection_293.jpg,293,121,148
13:50:24:908619,Aug9_DataCollection_294.jpg,294,120,153
13:50:25:013093,Aug9_DataCollection_295.jpg,295,120,154
13:50:25:115357,Aug9_DataCollection_296.jpg,296,121,152
13:50:25:222970,Aug9_DataCollection_297.jpg,297,121,153
13:50:25:318322,Aug9_DataCollection_298.jpg,298,121,152
13:50:25:423755,Aug9_DataCollection_299.jpg,299,119,155
13:50:25:525387,Aug9_DataCollection_300.jpg,300,119,156
13:50:25:627253,Aug9_DataCollection_301.jpg,301,119,155
13:50:25:727996,Aug9_DataCollection_302.jpg,302,119,161
13:50:25:825892,Aug9_DataCollection_303.jpg,303,115,164
13:50:25:942728,Aug9_DataCollection_304.jpg,304,102,174
13:50:26:037525,Aug9_DataCollection_305.jpg,305,101,177
13:50:26:140988,Aug9_DataCollection_306.jpg,306,109,176
13:50:26:241503,Aug9_DataCollection_307.jpg,307,115,176
13:50:26:343144,Aug9_DataCollection_308.jpg,308,115,176
13:50:26:445779,Aug9_DataCollection_309.jpg,309,115,177
13:50:26:548707,Aug9_DataCollection_310.jpg,310,114,176
13:50:26:658665,Aug9_DataCollection_311.jpg,311,113,173
13:50:26:758451,Aug9_DataCollection_312.jpg,312,119,145
13:50:26:859290,Aug9_DataCollection_313.jpg,313,121,130
13:50:26:966814,Aug9_DataCollection_314.jpg,314,121,106
13:50:27:065861,Aug9_DataCollection_315.jpg,315,121,84
13:50:27:176764,Aug9_DataCollection_316.jpg,316,121,54
13:50:27:274432,Aug9_DataCollection_317.jpg,317,121,51
13:50:27:390573,Aug9_DataCollection_318.jpg,318,121,51
13:50:27:500042,Aug9_DataCollection_319.jpg,319,121,55
13:50:27:605398,Aug9_DataCollection_320.jpg,320,121,65
13:50:27:711916,Aug9_DataCollection_321.jpg,321,121,116
13:50:27:813039,Aug9_DataCollection_322.jpg,322,111,135
13:50:27:906686,Aug9_DataCollection_323.jpg,323,109,143
13:50:28:011917,Aug9_DataCollection_324.jpg,324,113,151
13:50:28:118170,Aug9_DataCollection_325.jpg,325,118,151
13:50:28:221653,Aug9_DataCollection_326.jpg,326,118,151
13:50:28:321707,Aug9_DataCollection_327.jpg,327,118,154
13:50:28:436214,Aug9_DataCollection_328.jpg,328,116,165
13:50:28:533169,Aug9_DataCollection_329.jpg,329,111,172
13:50:28:639222,Aug9_DataCollection_330.jpg,330,117,177
13:50:28:748128,Aug9_DataCollection_331.jpg,331,119,176
13:50:28:852316,Aug9_DataCollection_332.jpg,332,119,176
13:50:28:960003,Aug9_DataCollection_333.jpg,333,119,177
13:50:29:066610,Aug9_DataCollection_334.jpg,334,119,176
13:50:29:168569,Aug9_DataCollection_335.jpg,335,119,176
13:50:29:268558,Aug9_DataCollection_336.jpg,336,119,176
13:50:29:367723,Aug9_DataCollection_337.jpg,337,119,176
13:50:29:483285,Aug9_DataCollection_338.jpg,338,121,170
13:50:29:584667,Aug9_DataCollection_339.jpg,339,122,151
13:50:29:684872,Aug9_DataCollection_340.jpg,340,123,134
13:50:29:790783,Aug9_DataCollection_341.jpg,341,124,120
13:50:29:894364,Aug9_DataCollection_342.jpg,342,124,121
13:50:30:006047,Aug9_DataCollection_343.jpg,343,123,107
13:50:30:109987,Aug9_DataCollection_344.jpg,344,124,98
13:50:30:211725,Aug9_DataCollection_345.jpg,345,124,84
13:50:30:322258,Aug9_DataCollection_346.jpg,346,117,84
13:50:30:417755,Aug9_DataCollection_347.jpg,347,99,84
13:50:30:523120,Aug9_DataCollection_348.jpg,348,91,82
13:50:30:635388,Aug9_DataCollection_349.jpg,349,96,84
13:50:30:741203,Aug9_DataCollection_350.jpg,350,103,88
13:50:30:850082,Aug9_DataCollection_351.jpg,351,104,103
13:50:30:952283,Aug9_DataCollection_352.jpg,352,111,148
13:50:31:053011,Aug9_DataCollection_353.jpg,353,113,163
13:50:31:155078,Aug9_DataCollection_354.jpg,354,113,170
13:50:31:261654,Aug9_DataCollection_355.jpg,355,116,170
13:50:31:359199,Aug9_DataCollection_356.jpg,356,116,170
13:50:31:469423,Aug9_DataCollection_357.jpg,357,117,169
13:50:31:569612,Aug9_DataCollection_358.jpg,358,116,169
13:50:31:666389,Aug9_DataCollection_359.jpg,359,116,169
13:50:31:765307,Aug9_DataCollection_360.jpg,360,117,169
13:50:31:863148,Aug9_DataCollection_361.jpg,361,116,168
13:50:31:974021,Aug9_DataCollection_362.jpg,362,117,166
13:50:32:071962,Aug9_DataCollection_363.jpg,363,118,155
13:50:32:174185,Aug9_DataCollection_364.jpg,364,119,151
13:50:32:283317,Aug9_DataCollection_365.jpg,365,118,154
13:50:32:382142,Aug9_DataCollection_366.jpg,366,116,159
13:50:32:490930,Aug9_DataCollection_367.jpg,367,115,163
13:50:32:604748,Aug9_DataCollection_368.jpg,368,116,176
13:50:32:702380,Aug9_DataCollection_369.jpg,369,118,178
13:50:32:812215,Aug9_DataCollection_370.jpg,370,118,178
13:50:32:910739,Aug9_DataCollection_371.jpg,371,118,177
13:50:33:022229,Aug9_DataCollection_372.jpg,372,119,175
13:50:33:125399,Aug9_DataCollection_373.jpg,373,119,169
13:50:33:226706,Aug9_DataCollection_374.jpg,374,118,154
13:50:33:328781,Aug9_DataCollection_375.jpg,375,119,112
13:50:33:421814,Aug9_DataCollection_376.jpg,376,119,82
13:50:33:521580,Aug9_DataCollection_377.jpg,377,118,61
13:50:33:625681,Aug9_DataCollection_378.jpg,378,118,57
13:50:33:730815,Aug9_DataCollection_379.jpg,379,119,58
13:50:33:825146,Aug9_DataCollection_380.jpg,380,119,74
13:50:33:936741,Aug9_DataCollection_381.jpg,381,119,89
13:50:34:031659,Aug9_DataCollection_382.jpg,382,118,99
13:50:34:136570,Aug9_DataCollection_383.jpg,383,118,116
13:50:34:243312,Aug9_DataCollection_384.jpg,384,118,128
13:50:34:348616,Aug9_DataCollection_385.jpg,385,118,133
13:50:34:450909,Aug9_DataCollection_386.jpg,386,119,135
13:50:34:560506,Aug9_DataCollection_387.jpg,387,119,144
13:50:34:658034,Aug9_DataCollection_388.jpg,388,116,163
13:50:34:769185,Aug9_DataCollection_389.jpg,389,94,179
13:50:34:871306,Aug9_DataCollection_390.jpg,390,90,180
13:50:34:980538,Aug9_DataCollection_391.jpg,391,96,180
13:50:35:096528,Aug9_DataCollection_392.jpg,392,114,179
13:50:35:195511,Aug9_DataCollection_393.jpg,393,117,178
13:50:35:302471,Aug9_DataCollection_394.jpg,394,118,166
13:50:35:398419,Aug9_DataCollection_395.jpg,395,118,158
13:50:35:512438,Aug9_DataCollection_396.jpg,396,119,162
13:50:35:613538,Aug9_DataCollection_397.jpg,397,118,165
13:50:35:717106,Aug9_DataCollection_398.jpg,398,119,168
13:50:35:820771,Aug9_DataCollection_399.jpg,399,118,168
13:50:35:928592,Aug9_DataCollection_400.jpg,400,117,168
13:50:36:035387,Aug9_DataCollection_401.jpg,401,119,154
13:50:36:143952,Aug9_DataCollection_402.jpg,402,121,142
13:50:36:243442,Aug9_DataCollection_403.jpg,403,121,140
13:50:36:356728,Aug9_DataCollection_404.jpg,404,121,133
13:50:36:453077,Aug9_DataCollection_405.jpg,405,121,130
13:50:36:553262,Aug9_DataCollection_406.jpg,406,119,110
13:50:36:654671,Aug9_DataCollection_407.jpg,407,119,102
13:50:36:763038,Aug9_DataCollection_408.jpg,408,120,101
13:50:36:867775,Aug9_DataCollection_409.jpg,409,120,86
13:50:36:981585,Aug9_DataCollection_410.jpg,410,108,84
13:50:37:086748,Aug9_DataCollection_411.jpg,411,105,79
13:50:37:192161,Aug9_DataCollection_412.jpg,412,106,80
13:50:37:296281,Aug9_DataCollection_413.jpg,413,109,82
13:50:37:395923,Aug9_DataCollection_414.jpg,414,113,84
13:50:37:497602,Aug9_DataCollection_415.jpg,415,113,93
13:50:37:604950,Aug9_DataCollection_416.jpg,416,112,104
13:50:37:699718,Aug9_DataCollection_417.jpg,417,113,115
13:50:37:803053,Aug9_DataCollection_418.jpg,418,113,132
13:50:37:901519,Aug9_DataCollection_419.jpg,419,113,171
13:50:38:003409,Aug9_DataCollection_420.jpg,420,114,171
13:50:38:110999,Aug9_DataCollection_421.jpg,421,115,171
13:50:38:209888,Aug9_DataCollection_422.jpg,422,116,168
13:50:38:322740,Aug9_DataCollection_423.jpg,423,117,168
13:50:38:432786,Aug9_DataCollection_424.jpg,424,118,165
13:50:38:542854,Aug9_DataCollection_425.jpg,425,119,162
13:50:38:648006,Aug9_DataCollection_426.jpg,426,119,158
13:50:38:742880,Aug9_DataCollection_427.jpg,427,119,156
13:50:38:856076,Aug9_DataCollection_428.jpg,428,119,154
13:50:38:962274,Aug9_DataCollection_429.jpg,429,119,155
13:50:39:063518,Aug9_DataCollection_430.jpg,430,119,154
13:50:39:168807,Aug9_DataCollection_431.jpg,431,119,158
13:50:39:272914,Aug9_DataCollection_432.jpg,432,119,163
13:50:39:377256,Aug9_DataCollection_433.jpg,433,117,166
13:50:39:484327,Aug9_DataCollection_434.jpg,434,117,170
13:50:39:590208,Aug9_DataCollection_435.jpg,435,117,169
